,LCOE,geometry,Energy,Power,CumEnergy
32,65.6154593850831,POINT (673207.3173 469703.2091),8148.525518952788,3.05,1101.9539992392406
33,65.6323198578398,POINT (657302.2834 519605.2528),8051.954911089665,3.05,1110.0059541503304
97,65.7015051121249,POINT (677581.2016 441471.7741),8187.681421800181,3.05,1118.1936355721305
98,65.7037970053802,POINT (665453.6133 447634.9747),8384.681021489467,3.05,1126.57831659362
34,65.7065205938232,POINT (653723.6508 471094.8996),9029.278823200591,3.05,1135.6075954168207
35,65.7083818345097,POINT (640999.6238 506483.5999),8566.086819590626,3.05,1144.1736822364112
99,65.7381584978294,POINT (669827.4976 435109.7605),8045.192900258792,3.05,1152.21887513667
100,65.7467336974118,POINT (666845.3038 457177.995),8687.93253167838,3.05,1160.9068076683484
101,65.7614461406235,POINT (660085.6644 427157.2436),8513.133444058913,3.05,1169.4199411124073
102,65.7918076251806,POINT (676984.7628 453002.9236),8605.274243137224,3.05,1178.0252153555446
103,65.7978779557567,POINT (670423.9364 453002.9236),8488.482919239877,3.05,1186.5136982747845
104,65.7994444978363,POINT (671616.8139 428151.3082),7756.241338178445,3.05,1194.269939612963
105,65.8313733752016,POINT (657302.2834 430338.2504),8592.939766138032,3.05,1202.862879379101
106,65.8412696420865,POINT (670821.5622 452605.2977),8649.062263414695,3.05,1211.511941642516
107,65.8498465085525,POINT (656109.4059 429940.6245),8550.46540039826,3.05,1220.0624070429142
108,65.8662794013184,POINT (672610.8785 428548.9341),7817.601755663718,3.05,1227.8800087985778
36,65.9197193741436,POINT (649946.2053 456780.3691),8934.277302727261,3.05,1236.8142861013052
109,65.9242765447022,POINT (656705.8447 430139.4374),8672.484653424273,3.05,1245.4867707547294
110,65.9597973260411,POINT (666447.6779 456780.3691),8683.069282382514,3.05,1254.169840037112
111,65.9951113000203,POINT (675990.6982 452207.6719),8680.039960219465,3.05,1262.8498799973315
37,66.0242828077583,POINT (655115.3413 516821.8719),8237.382876815376,3.05,1271.0872628741467
112,66.0254500109632,POINT (655711.7801 444056.3421),8483.874680955327,3.05,1279.571137555102
113,66.0387656794346,POINT (666646.4908 465528.1377),8966.07078935918,3.05,1288.5372083444613
114,66.0479872531789,POINT (654717.7154 447038.5359),7834.286900990899,3.05,1296.3714952454523
115,66.0566590423222,POINT (655314.1542 429145.3728),8650.911129073684,3.05,1305.0224063745259
116,66.0858355575385,POINT (677978.8274 430537.0633),7724.77234910218,3.05,1312.7471787236282
117,66.091968071066,POINT (677581.2016 460359.0017),8168.592658865053,3.05,1320.9157713824932
118,66.0950479611978,POINT (657103.4705 446243.2842),8683.81157175178,3.05,1329.5995829542449
119,66.1080203395371,POINT (661278.5419 426560.8048),8067.048614827417,3.05,1337.6666315690725
120,66.11084657823,POINT (678376.4533 431133.5021),7730.834028147234,3.05,1345.3974655972195
121,66.1551642749584,POINT (665652.4262 464931.699),9015.029947627054,3.05,1354.4124955448467
3,66.1680753001968,POINT (340593.2971 329937.7242),7170.158149371314,3.05,1361.582653694218
38,66.168987202212,POINT (639409.1204 505489.5353),7869.136397850639,3.05,1369.4517900920687
122,66.1814993605177,POINT (669231.0588 459961.3759),8777.862470794766,3.05,1378.2296525628635
39,66.2084500259515,POINT (647560.4502 455985.1174),9367.951355036512,3.05,1387.5976039179
123,66.2275332674664,POINT (671418.001 452804.1107),8527.23074146987,3.05,1396.12483465937
124,66.2349254535399,POINT (666447.6779 445845.6584),8245.06993495677,3.05,1404.3699045943267
125,66.2468393534377,POINT (655314.1542 448032.6005),7973.71147769113,3.05,1412.3436160720178
126,66.2577434277078,POINT (676189.5111 453599.3624),8629.77109090502,3.05,1420.9733871629226
127,66.289842076013,POINT (676984.7628 429542.9987),7625.035815744423,3.05,1428.598422978667
128,66.2907814680585,POINT (666248.865 464931.699),8935.42757893442,3.05,1437.5338505576015
40,66.3153449715755,POINT (655512.9671 517418.3107),8027.27785976726,3.05,1445.5611284173688
129,66.3367050195186,POINT (670225.1234 453599.3624),8699.10432578141,3.05,1454.26023274315
130,66.340254386635,POINT (673803.7561 443658.7162),8144.426496138361,3.05,1462.4046592392883
131,66.3462241664757,POINT (666845.3038 446243.2842),8140.037590110959,3.05,1470.5446968293993
132,66.3631482421515,POINT (677581.2016 440278.8965),8086.713890207936,3.05,1478.6314107196072
133,66.3669134622604,POINT (677581.2016 452804.1107),8600.892082523813,3.05,1487.232302802131
134,66.3713262132026,POINT (677382.3887 440875.3353),8095.263744480017,3.05,1495.327566546611
135,66.3730146541432,POINT (667242.9296 446640.9101),7989.5990120266415,3.05,1503.3171655586375
41,66.3800005229702,POINT (658495.161 517020.6848),7972.310000850913,3.05,1511.2894755594884
136,66.394616295255,POINT (671020.3751 435308.5734),8117.476848160512,3.05,1519.406952407649
4,66.4099413476644,POINT (199436.1217 333118.731),6104.874649087964,3.05,1525.5118270567368
137,66.4531930470148,POINT (662073.7936 426560.8048),8199.20981608372,3.05,1533.7110368728206
138,66.4775866621366,POINT (666248.865 447436.1617),8267.691135046554,3.05,1541.9787280078672
139,66.4891564949127,POINT (658892.7868 449026.6651),8746.456110545168,3.05,1550.7251841184125
42,66.4938361403055,POINT (640204.3721 506881.2257),8139.277145555082,3.05,1558.8644612639675
140,66.5159297699756,POINT (678972.8921 431332.315),7690.280868374556,3.05,1566.554742132342
43,66.5220250889775,POINT (652133.1474 470896.0867),9031.83611074576,3.05,1575.5865782430878
141,66.5292423474143,POINT (658296.3481 429940.6245),8604.811475529918,3.05,1584.1913897186178
142,66.5321846412802,POINT (665851.2391 447038.5359),8282.764803952832,3.05,1592.4741545225706
44,66.5357477432805,POINT (646964.0114 455189.8657),9060.96111834302,3.05,1601.5351156409135
143,66.5517901220748,POINT (657302.2834 448231.4134),8514.190245873026,3.05,1610.0493058867867
144,66.5769038204376,POINT (658495.161 429344.1858),8583.808274092396,3.05,1618.6331141608791
145,66.5836123532187,POINT (677382.3887 429940.6245),7601.235637022742,3.05,1626.2343497979016
45,66.5911864559472,POINT (658495.161 519804.0657),7977.007107162824,3.05,1634.2113569050646
146,66.5916514515028,POINT (652331.9604 411451.0227),8253.149182430061,3.05,1642.4645060874946
147,66.596043545248,POINT (675791.8853 451611.2331),8705.238943747376,3.05,1651.169745031242
148,66.6012257593429,POINT (679370.5179 432922.8184),7786.689665284715,3.05,1658.9564346965267
46,66.6132075331951,POINT (652729.5862 470498.4608),9292.942914698584,3.05,1668.2493776112253
149,66.6142517519772,POINT (667242.9296 457575.6208),8750.516680636385,3.05,1676.9998942918617
47,66.6150354151979,POINT (654717.7154 471094.8996),9232.37578699349,3.05,1686.2322700788552
48,66.6328915877622,POINT (674002.569 470299.6479),8046.955276412668,3.05,1694.2792253552677
150,66.6409212006159,POINT (655512.9671 444851.5937),8320.521480998028,3.05,1702.5997468362657
151,66.6674477172444,POINT (655115.3413 445845.6584),8211.879839227959,3.05,1710.8116266754937
152,66.6774204089419,POINT (671219.1881 452008.859),8709.962381792506,3.05,1719.5215890572863
153,66.683204305671,POINT (670622.7493 460756.6276),8725.880808616967,3.05,1728.2474698659032
154,66.6966212220573,POINT (675791.8853 429145.3728),7725.48334944871,3.05,1735.972953215352
0,66.70304304147,POINT (452524.9727 420795.2301),7066.3850825177005,3.05,1743.0393382978698
155,66.7183765533401,POINT (656705.8447 444652.7808),8632.98342712791,3.05,1751.6723217249976
156,66.7259433569722,POINT (654916.5284 447634.9747),7773.693770134787,3.05,1759.4460154951323
157,66.7290504899635,POINT (669628.6847 453599.3624),8525.24724327436,3.05,1767.971262738407
