,LCOE,geometry,Energy,Power,CumEnergy
3825,45.75532541472341,POINT (593085.7093 427157.2436),8763.034616153638,3.05,58966.3617329413
76,45.75560144757866,POINT (437017.5647 376459.9482),8777.591295210057,3.05,58975.139324236516
3826,45.75699907607587,POINT (635631.6748 517418.3107),8734.410320524797,3.05,58983.87373455704
3827,45.75743037689342,POINT (651337.8958 469305.5833),8777.92710258934,3.05,58992.65166165963
3828,45.75751538772047,POINT (558889.8866 466919.8282),8735.821665437887,3.05,59001.38748332507
3829,45.75902969721152,POINT (558691.0736 460160.1888),8776.944417728719,3.05,59010.16442774279
543,45.75936484637644,POINT (646765.1985 412246.2744),8777.518560923958,3.05,59018.94194630372
3830,45.75954469094192,POINT (600044.1616 433718.0701),8744.71894231319,3.05,59027.68666524603
77,45.75955828756518,POINT (412563.5752 365326.4245),8757.663344538845,3.05,59036.44432859057
544,45.76043568276209,POINT (626685.0933 426560.8048),8775.768133494821,3.05,59045.220096724064
3831,45.76165631218108,POINT (607400.2398 408270.0159),8729.614180315559,3.05,59053.94971090438
545,45.76166171027735,POINT (633643.5456 444255.155),8543.924196792072,3.05,59062.49363510118
1729,45.76270600875763,POINT (486521.9826 394750.7371),8776.063315940455,3.05,59071.26969841712
3832,45.76324162178583,POINT (651536.7087 471492.5254),8760.200882308447,3.05,59080.02989929943
1730,45.76332446441264,POINT (474593.2072 378845.7033),8721.250777147181,3.05,59088.751150076576
3833,45.76546800300314,POINT (594079.7739 409462.8935),8735.249864611149,3.05,59097.48639994118
1731,45.76694819780242,POINT (578373.553 422783.3593),8835.475732851444,3.05,59106.32187567403
3834,45.76740544004216,POINT (646367.5727 468709.1445),8761.905713024176,3.05,59115.08378138705
1732,45.7692215610143,POINT (515946.2952 352005.9587),8730.926302790796,3.05,59123.814707689846
3835,45.77058147608866,POINT (612171.7499 406878.3255),8774.145352366197,3.05,59132.58885304221
3836,45.77110741813343,POINT (511970.0367 438887.2061),8740.4922161012,3.05,59141.32934525831
35,45.77123625353702,POINT (447753.4626 338287.867),8756.584506304936,3.05,59150.08592976462
3837,45.77135405943665,POINT (638812.6816 541275.8614),8744.544778145575,3.05,59158.83047454276
3838,45.77192645243546,POINT (555907.6927 447833.7876),7274.925125666962,3.05,59166.10539966843
3839,45.7727662442637,POINT (634836.4231 506881.2257),8693.371280569418,3.05,59174.79877094899
546,45.77326229671716,POINT (661676.1678 461551.8793),8769.576825378083,3.05,59183.56834777437
36,45.77353009037781,POINT (397254.9801 352403.5845),8773.804341073821,3.05,59192.342152115445
1733,45.7738015203439,POINT (568234.0939 386997.0331),8671.510205628047,3.05,59201.01366232107
1734,45.77433748356333,POINT (577180.6755 425964.3661),8773.53823795866,3.05,59209.787200559025
547,45.7745713130689,POINT (662272.6065 457376.8079),8771.038239961901,3.05,59218.55823879899
548,45.77598264997077,POINT (664260.7358 467715.0799),8779.861307221046,3.05,59227.33810010621
1735,45.77638400368549,POINT (486919.6084 419204.7267),8773.863351259779,3.05,59236.11196345747
549,45.77652736942097,POINT (657103.4705 429940.6245),8759.319553942625,3.05,59244.87128301142
1736,45.7773292875498,POINT (492486.3703 387991.0978),8732.686177298241,3.05,59253.60396918871
3840,45.77764184026543,POINT (593880.961 474673.5322),8756.671263938459,3.05,59262.36064045265
78,45.77807395432145,POINT (412961.2011 370694.3735),8754.492473353854,3.05,59271.11513292601
550,45.77837868623308,POINT (640800.8108 448430.2264),8733.902237188111,3.05,59279.8490351632
3841,45.77839651590532,POINT (635234.049 514237.3039),8772.494078826401,3.05,59288.62152924203
3842,45.77854063000828,POINT (645771.1339 508074.1033),8763.454817410255,3.05,59297.38498405944
3843,45.778634933007055,POINT (627082.7191 421988.1076),8759.037576644636,3.05,59306.144021636086
551,45.77884955047773,POINT (674797.8207 450418.3556),8764.377310650705,3.05,59314.90839894673
3844,45.78005619858059,POINT (555708.8798 457774.4337),8635.074955603613,3.05,59323.54347390234
3845,45.7801429874967,POINT (600044.1616 451611.2331),8697.128556624846,3.05,59332.24060245896
3846,45.78025163835149,POINT (645572.321 518810.0011),8743.576662838186,3.05,59340.9841791218
552,45.78108196826629,POINT (660682.1031 448032.6005),8772.271514184305,3.05,59349.756450635985
92,45.78146564767198,POINT (495468.5641 437495.5156),8804.745236194667,3.05,59358.56119587218
1737,45.781922289596814,POINT (603026.3555 403299.6928),8785.674747279465,3.05,59367.34687061946
1738,45.78208943904778,POINT (549545.6792 429145.3728),8790.307476410302,3.05,59376.13717809587
3847,45.78316767844655,POINT (579765.2435 467317.4541),8562.597272716199,3.05,59384.69977536859
553,45.783339092291165,POINT (655512.9671 428548.9341),8771.774500005544,3.05,59393.47154986859
1739,45.7839940078022,POINT (466044.2515 386002.9685),8829.382993871755,3.05,59402.30093286246
1740,45.78403636095624,POINT (531254.8903 410655.771),8805.840114081984,3.05,59411.10677297654
3848,45.784181193188914,POINT (595073.8385 475071.158),8746.421241050472,3.05,59419.85319421759
554,45.78437233686787,POINT (660880.9161 450815.9814),8771.47395076615,3.05,59428.624668168355
555,45.78443944997746,POINT (658892.7868 459166.1242),8745.269392402926,3.05,59437.36993756076
3849,45.784799485541136,POINT (525489.3155 491572.6307),8762.627467916933,3.05,59446.132565028674
1741,45.784806777696936,POINT (515349.8564 384611.2781),8751.824637062873,3.05,59454.884389665734
1742,45.78487946044336,POINT (466839.5032 381629.0842),8673.730274299221,3.05,59463.55811994003
3850,45.7851885779811,POINT (658495.161 469106.7704),8775.932307018727,3.05,59472.33405224705
556,45.78557329776954,POINT (661874.9807 451213.6073),8768.930803855033,3.05,59481.102983050914
1743,45.78583593841502,POINT (460875.1155 379839.7679),8727.637839405503,3.05,59489.830620890316
37,45.78633461790839,POINT (398050.2318 350017.8295),8772.00262535316,3.05,59498.602623515675
557,45.78635272636974,POINT (657898.7222 427554.8694),8771.058542914729,3.05,59507.37368205859
1744,45.7864345335984,POINT (492685.1832 382225.523),8640.332999196313,3.05,59516.014015057786
1745,45.7866952614059,POINT (563064.9579 431531.1279),8651.133404184038,3.05,59524.665148461965
1746,45.78679073430923,POINT (607599.0527 403896.1316),8770.94621386728,3.05,59533.43609467583
1747,45.787346019750544,POINT (556106.5056 413439.1519),8770.817324721782,3.05,59542.206912000554
3851,45.78753430143541,POINT (647759.2631 518412.3753),8770.551773339646,3.05,59550.97746377389
1748,45.78808644639287,POINT (476183.7106 379640.955),8701.179328899092,3.05,59559.67864310279
3852,45.78819414705476,POINT (651735.5216 466323.3894),8757.94401874465,3.05,59568.436587121534
558,45.78846417127009,POINT (655910.593 431531.1279),8754.914642867443,3.05,59577.1915017644
559,45.78886261620786,POINT (655115.3413 430735.8762),8764.542287507487,3.05,59585.956044051905
560,45.78948430746654,POINT (667640.5554 457973.2467),8774.038552442586,3.05,59594.73008260435
3853,45.79107120292387,POINT (654518.9025 472884.2159),8771.587819532768,3.05,59603.50167042388
3854,45.79118736995598,POINT (602628.7296 476065.2227),8724.45781547589,3.05,59612.22612823936
3855,45.791527552988136,POINT (615352.7567 493759.5728),8679.710961652649,3.05,59620.90583920101
1749,45.791914691974846,POINT (466839.5032 390575.6658),8768.573074117925,3.05,59629.674412275126
1750,45.79364168456305,POINT (434432.9967 376459.9482),8773.423022505141,3.05,59638.44783529764
1751,45.79372972805191,POINT (515548.6693 412047.4615),8775.23530835081,3.05,59647.223070605985
561,45.79405578833201,POINT (668236.9942 457973.2467),8768.589439589052,3.05,59655.99166004557
3856,45.794380087155005,POINT (659091.5998 468112.7057),8774.876194227158,3.05,59664.7665362398
1752,45.79451942499788,POINT (464056.1223 377652.8258),8708.7242039026,3.05,59673.475260443694
79,45.79469103196062,POINT (414750.5174 361946.6048),8757.074849527935,3.05,59682.23233529323
1753,45.79506436536941,POINT (506999.7136 402305.6282),8768.90330944518,3.05,59691.001238602665
562,45.79562691272694,POINT (658495.161 446044.4713),8771.70350469514,3.05,59699.77294210737
3857,45.79566462188871,POINT (614955.1308 400913.9378),8795.159084313109,3.05,59708.568101191675
1754,45.79580508377204,POINT (436222.313 336498.5507),8761.653855111836,3.05,59717.32975504679
1755,45.79590855448887,POINT (498053.1321 382424.3359),8769.086140231311,3.05,59726.09884118702
1756,45.79687365782714,POINT (437812.8164 338685.4929),8733.567173058023,3.05,59734.83240836008
3858,45.79719734586636,POINT (632053.0422 517020.6848),8743.148744543374,3.05,59743.575557104625
3859,45.7984449110169,POINT (513361.7272 460955.4405),8730.949178329547,3.05,59752.306506282956
3860,45.79999198935644,POINT (660682.1031 464732.8861),8767.782275189018,3.05,59761.07428855815
3861,45.80006879504098,POINT (519326.1149 457973.2467),8815.242302679439,3.05,59769.889530860826
3862,45.80007813943428,POINT (652530.7733 509863.4196),8760.631944099916,3.05,59778.65016280492
3863,45.80011102032859,POINT (617142.073 419801.1654),8722.127270253499,3.05,59787.372290075175
1757,45.800912077197424,POINT (471213.3875 380635.0196),8767.593664461707,3.05,59796.139883739634
3864,45.80126028699125,POINT (657501.0964 468510.3316),8750.650516889145,3.05,59804.89053425653
1758,45.80151447285117,POINT (540996.7235 416818.9716),8494.189530272153,3.05,59813.3847237868
1759,45.80280327782958,POINT (442186.7007 372483.6898),8724.448500666833,3.05,59822.10917228747
3865,45.80289148861157,POINT (543382.4786 516026.6202),8770.835914267918,3.05,59830.88000820174
3866,45.8029120099508,POINT (617738.5118 418409.475),8766.954892318561,3.05,59839.646963094056
3867,45.80333849986388,POINT (493480.4349 455587.4916),8708.838749335668,3.05,59848.35580184339
563,45.80393008897694,POINT (628872.0355 387991.0978),8766.540870700623,3.05,59857.122342714094
3868,45.804391147235286,POINT (496661.4416 456979.1821),8752.819892677686,3.05,59865.87516260677
3869,45.80472099641856,POINT (543978.9173 436700.2639),8766.786274039227,3.05,59874.64194888081
1760,45.80510967553657,POINT (584934.3795 409264.0805),8766.614031099942,3.05,59883.40856291191
3870,45.80548867157229,POINT (619527.8281 418807.1008),8766.344026763914,3.05,59892.17490693867
3871,45.8062009691112,POINT (584934.3795 472884.2159),8765.0006723934,3.05,59900.939907611064
3872,45.80657929312511,POINT (602231.1038 461949.5051),8777.992337024383,3.05,59909.71789994809
3873,45.80660939138643,POINT (584934.3795 456581.5562),8608.460085100554,3.05,59918.32636003319
3874,45.80692265343618,POINT (581554.5598 474077.0934),8737.09069014925,3.05,59927.06345072334
1761,45.80693137632436,POINT (474394.3943 382225.523),8720.59896415856,3.05,59935.78404968751
93,45.80703395466074,POINT (492685.1832 437694.3285),8794.506024276254,3.05,59944.578555711785
3875,45.807062795759705,POINT (641794.8755 516424.246),8724.74668180742,3.05,59953.30330239359
94,45.80717431298617,POINT (480159.969 445448.0325),8804.169940690896,3.05,59962.10747233428
564,45.80752257870609,POINT (661079.729 452008.859),8763.449457646357,3.05,59970.870921791924
80,45.807671168945646,POINT (432444.8675 342661.7513),8711.97427539957,3.05,59979.58289606733
3876,45.80769108483731,POINT (610780.0595 412643.9002),8766.097574739295,3.05,59988.34899364207
565,45.807985373282335,POINT (658097.5351 446839.723),8762.308325914217,3.05,59997.11130196798
3877,45.80851983698207,POINT (632649.481 511056.2971),8766.516514350127,3.05,60005.87781848234
3878,45.8097720319637,POINT (626685.0933 513243.2393),8741.503389537622,3.05,60014.619321871876
3879,45.81025062628815,POINT (646765.1985 520798.1303),8700.059086519299,3.05,60023.31938095839
1762,45.8102701478255,POINT (504613.9586 383617.2135),8765.551899990069,3.05,60032.084932858386
566,45.81038554561457,POINT (631058.9776 425765.5531),8748.434129464104,3.05,60040.83336698785
81,45.81112154202968,POINT (406996.8134 354988.1525),8717.750662786957,3.05,60049.55111765063
567,45.81114243427443,POINT (663664.297 466919.8282),8770.75812127861,3.05,60058.321875771915
3880,45.81125812560448,POINT (618533.7635 467118.6411),8765.270598093495,3.05,60067.08714637001
1763,45.81133328505842,POINT (587717.7604 417216.5974),8702.291388420286,3.05,60075.78943775843
568,45.811502288274255,POINT (657699.9093 445249.2196),8764.50009202388,3.05,60084.553937850455
3881,45.8129302012362,POINT (619726.641 494554.8245),8749.687596602738,3.05,60093.30362544706
3882,45.813124990528685,POINT (592290.4576 428350.1211),8748.815066149102,3.05,60102.05244051321
3883,45.81354290794469,POINT (591495.2059 438688.3931),8764.403860635477,3.05,60110.81684437385
569,45.813763650488,POINT (670423.9364 461353.0664),8762.970236423731,3.05,60119.57981461027
1764,45.81378522931389,POINT (502824.6423 384611.2781),7588.4799533804435,3.05,60127.16829456364
3884,45.81379620685077,POINT (649150.9536 522786.2596),8762.852133021875,3.05,60135.93114669666
38,45.81383177319014,POINT (400435.9869 350614.2682),8755.897879268286,3.05,60144.68704457593
3885,45.81419791812384,POINT (635432.8619 506682.4128),8728.553942496732,3.05,60153.415598518426
3886,45.814282059497415,POINT (611972.937 484216.5525),8677.437864417625,3.05,60162.09303638284
570,45.81451183569757,POINT (664658.3616 468112.7057),8768.931638458243,3.05,60170.861968021294
3887,45.81524577548271,POINT (634438.7973 509863.4196),8754.314497272737,3.05,60179.61628251857
3888,45.81527351649411,POINT (651934.3345 508670.542),8717.806109235487,3.05,60188.3340886278
3889,45.81533314260641,POINT (643981.8176 456581.5562),8590.608822801689,3.05,60196.9246974506
571,45.81551297561194,POINT (658892.7868 461949.5051),8808.393451866727,3.05,60205.73309090247
3890,45.81558022449594,POINT (660880.9161 466323.3894),8760.498586625163,3.05,60214.493589489095
3891,45.81570166411496,POINT (630661.3518 516623.059),8727.041080341536,3.05,60223.220630569434
572,45.816251943037095,POINT (659290.4127 442664.6516),8764.123616312734,3.05,60231.98475418575
3892,45.81707045476588,POINT (525688.1284 460359.0017),8667.176252079516,3.05,60240.65193043783
573,45.81709503887958,POINT (635830.4878 446839.723),8741.096743301225,3.05,60249.39302718113
1765,45.8171704928608,POINT (607201.4268 403100.8799),8745.762550532001,3.05,60258.13878973167
3893,45.817363778400455,POINT (574198.4816 471890.1513),8702.925295241062,3.05,60266.84171502691
3894,45.81744726495468,POINT (634836.4231 510261.0454),8756.414011973748,3.05,60275.59812903888
3895,45.81759741282497,POINT (567438.8422 462545.9439),8648.130841188111,3.05,60284.24625988006
574,45.81762493256459,POINT (656904.6576 427952.4953),8749.590299453914,3.05,60292.995850179526
1766,45.81773518451208,POINT (476581.3364 379044.5162),8763.971913104817,3.05,60301.75982209263
1767,45.81776828436836,POINT (505210.3973 407673.5771),8527.990092309716,3.05,60310.287812184935
3896,45.817866641178114,POINT (660682.1031 469703.2091),8763.738903357666,3.05,60319.0515510883
39,45.81829978492986,POINT (351130.382 354391.7138),8727.26090576912,3.05,60327.77881199407
575,45.81901416672501,POINT (625094.5899 425964.3661),8762.91187467373,3.05,60336.541723868744
3897,45.81932687924305,POINT (586922.5087 461154.2534),8693.259440019458,3.05,60345.234983308765
1768,45.81956858217962,POINT (506800.9007 382424.3359),8754.04564605095,3.05,60353.98902895481
3898,45.81965666056874,POINT (553124.3118 462545.9439),8762.313550998191,3.05,60362.75134250581
40,45.8201481643214,POINT (432643.6804 338089.0541),8762.96061278255,3.05,60371.514303118594
1769,45.820582834617575,POINT (469622.8841 397931.7439),8642.598364231908,3.05,60380.15690148283
78,45.820769749601645,POINT (254507.3014 349819.0165),8787.336938989589,3.05,60388.94423842182
3899,45.82119837687367,POINT (648355.7019 522786.2596),8747.773404377798,3.05,60397.69201182619
3900,45.82172448370502,POINT (530062.0127 449821.9168),8744.251416425883,3.05,60406.43626324262
3901,45.82214745932674,POINT (660682.1031 468709.1445),8762.854243022164,3.05,60415.199117485645
1770,45.82284242386566,POINT (556106.5056 428747.747),8747.209192017575,3.05,60423.94632667766
576,45.822918611045246,POINT (659290.4127 443658.7162),8762.892795382424,3.05,60432.70921947304
3902,45.823454882737,POINT (581156.9339 448032.6005),8762.44410122754,3.05,60441.47166357427
3903,45.8236604263885,POINT (590302.3284 426759.6178),8761.296523174184,3.05,60450.23296009745
577,45.82420728956996,POINT (659886.8514 449026.6651),8753.521936825178,3.05,60458.98648203427
578,45.82445264320145,POINT (659290.4127 448827.8522),8759.923837265796,3.05,60467.74640587154
579,45.82529061063341,POINT (669628.6847 460359.0017),8762.018844400225,3.05,60476.50842471595
3904,45.82616551467516,POINT (658495.161 468311.5187),8761.946450866322,3.05,60485.27037116681
580,45.82636054688851,POINT (664857.1745 466522.2024),8762.103808745558,3.05,60494.03247497555
3905,45.82732285086437,POINT (622112.3961 405089.0091),8682.021900621961,3.05,60502.71449687618
1771,45.82759532983909,POINT (550142.1179 418608.2879),8696.32960652184,3.05,60511.4108264827
581,45.82772293550904,POINT (646168.7598 412047.4615),8761.445097892407,3.05,60520.172271580595
3906,45.82773417305315,POINT (620323.0798 419602.3525),8761.31308273821,3.05,60528.93358466333
1772,45.82784352789843,POINT (438409.2552 376062.3224),8696.999846118766,3.05,60537.63058450945
582,45.82815812472588,POINT (658892.7868 443261.0904),8762.315838381635,3.05,60546.392900347826
3907,45.828172583448186,POINT (604418.0459 407673.5771),9024.741156402826,3.05,60555.41764150423
1773,45.82951686509966,POINT (579566.4305 419999.9784),8144.269379466064,3.05,60563.5619108837
1774,45.829733415464624,POINT (601435.8521 402504.4411),8670.507709948952,3.05,60572.232418593645
583,45.829909362770586,POINT (669231.0588 461551.8793),8762.808120083317,3.05,60580.995226713734
3908,45.8305547993161,POINT (669429.8718 475468.7839),8823.098713045363,3.05,60589.81832542678
1775,45.83104977772789,POINT (540599.0976 413041.5261),8760.662719000456,3.05,60598.57898814578
3909,45.83106424133574,POINT (660284.4773 469106.7704),8760.654120331516,3.05,60607.33964226612
3910,45.83109478423595,POINT (563860.2096 464335.2602),8765.098882544238,3.05,60616.10474114866
584,45.83160128070869,POINT (660880.9161 449424.291),8760.548660721432,3.05,60624.86528980938
585,45.83164051244216,POINT (659091.5998 448231.4134),8760.536792409028,3.05,60633.62582660179
586,45.83165327507899,POINT (661477.3548 448827.8522),8762.391023874501,3.05,60642.38821762566
1776,45.831701790338194,POINT (581554.5598 409462.8935),8772.651271556797,3.05,60651.16086889722
3911,45.83177663796588,POINT (659688.0385 468112.7057),8759.237056539281,3.05,60659.92010595376
587,45.8323882185126,POINT (658693.9739 447038.5359),8758.969184719004,3.05,60668.679075138476
3912,45.833395650948674,POINT (637818.617 538293.6676),8760.131881930813,3.05,60677.43920702041
1777,45.83391583625328,POINT (466441.8773 389183.9753),8759.886814050235,3.05,60686.19909383446
1778,45.83451158063071,POINT (498649.5709 383219.5876),8731.250186036224,3.05,60694.9303440205
3913,45.83522026198359,POINT (594278.5868 417614.2233),8759.612348937639,3.05,60703.68995636943
3914,45.835737902891886,POINT (628275.5967 522985.0725),8751.952377199419,3.05,60712.44190874663
3915,45.83620280792249,POINT (620521.8927 407474.7642),8753.048589229466,3.05,60721.19495733586
3916,45.83633294856895,POINT (525489.3155 492964.3211),8733.015526327878,3.05,60729.927972862184
3917,45.83771751824475,POINT (637222.1782 502706.1543),8636.7228393986,3.05,60738.564695701585
3918,45.83775985044269,POINT (632251.8551 506284.787),8666.660455190733,3.05,60747.23135615677
1779,45.83779086335612,POINT (473599.1426 395943.6147),8485.11357111139,3.05,60755.716469727886
588,45.837804963293806,POINT (675990.6982 453400.5494),8744.322145564689,3.05,60764.460791873455
3919,45.83828532177738,POINT (659688.0385 467317.4541),8754.846395021457,3.05,60773.21563826848
1780,45.83845518168414,POINT (487317.2343 390376.8528),8767.801752778794,3.05,60781.98344002126
1781,45.839027012483896,POINT (543780.1044 383418.4005),8747.61235710141,3.05,60790.73105237836
95,45.83961218139184,POINT (489305.3635 451611.2331),8681.3491148468,3.05,60799.41240149321
1782,45.84026343059941,POINT (484533.8533 419005.9138),8786.124784944765,3.05,60808.19852627815
589,45.84076672371021,POINT (666447.6779 457575.6208),8754.824154637485,3.05,60816.95335043279
590,45.84144944314704,POINT (669827.4976 461551.8793),8758.267819876593,3.05,60825.711618252666
1783,45.84170266979372,POINT (557498.1961 426163.179),8708.167847129962,3.05,60834.41978609979
3920,45.84200823080805,POINT (646566.3856 514038.491),8705.57142227549,3.05,60843.12535752207
3921,45.84240381072208,POINT (593682.1481 431531.1279),8758.000037168504,3.05,60851.88335755924
96,45.84335287436775,POINT (489305.3635 453798.1753),8717.668653485363,3.05,60860.60102621273
1784,45.84336911553281,POINT (515349.8564 383816.0264),8757.531001542202,3.05,60869.35855721428
1785,45.84384010094232,POINT (534435.897 375068.2578),8757.724063976058,3.05,60878.11628127825
1786,45.84396845912333,POINT (482148.0983 393359.0467),8693.436829015149,3.05,60886.809718107266
82,45.84449570687799,POINT (429661.4866 373477.7544),8719.60114322007,3.05,60895.52931925048
83,45.84515226647806,POINT (379163.0041 347234.4485),8757.39914574199,3.05,60904.28671839623
3922,45.84560927403955,POINT (536026.4004 434712.1347),8157.192554611141,3.05,60912.44391095084
27,45.84614897820855,POINT (623504.0865 490976.1919),8757.18978213917,3.05,60921.201100732986
84,45.84620346577893,POINT (407394.4392 369302.683),8727.248950825422,3.05,60929.9283496838
1787,45.846232089214894,POINT (515548.6693 401112.7507),8757.292954084918,3.05,60938.685642637894
3923,45.84627994950353,POINT (632450.6681 516623.059),8757.180072198587,3.05,60947.44282271009
591,45.84632547779717,POINT (665453.6133 468510.3316),8757.192370519404,3.05,60956.200015080605
3924,45.84649948803972,POINT (518928.489 462347.131),8728.405935323019,3.05,60964.92842101593
3925,45.846561567045455,POINT (598453.6582 435905.0122),8661.915263826042,3.05,60973.590336279754
1788,45.84685078266059,POINT (552925.4989 422783.3593),8757.082740103047,3.05,60982.34741901986
3926,45.84755678860284,POINT (653723.6508 475071.158),8710.24473196816,3.05,60991.05766375183
3927,45.84771505276518,POINT (546563.4853 454991.0528),8155.655052650785,3.05,60999.21331880449
3928,45.84806819502753,POINT (586723.6958 473679.4676),8719.680950232907,3.05,61007.93299975472
592,45.84831670601283,POINT (661676.1678 451810.0461),8754.202289755827,3.05,61016.68720204447
3929,45.8490784830387,POINT (614955.1308 490379.7531),8756.511978853237,3.05,61025.44371402332
1789,45.84941401603584,POINT (443777.2041 373477.7544),8722.553318424905,3.05,61034.166267341745
3930,45.84948337398461,POINT (543978.9173 460955.4405),8717.432197388523,3.05,61042.88369953914
1790,45.84973232315847,POINT (521513.057 409860.5193),8717.569393475922,3.05,61051.601268932616
85,45.85002428977391,POINT (412165.9494 365724.0504),8622.434914049618,3.05,61060.22370384667
1791,45.85013914366196,POINT (473599.1426 397136.4922),8527.03043890667,3.05,61068.750734285575
1792,45.850163198654336,POINT (524495.2509 412643.9002),8756.129096684142,3.05,61077.50686338227
3931,45.85048328611083,POINT (590302.3284 475468.7839),8720.25591080656,3.05,61086.22711929307
1793,45.85080672714743,POINT (474195.5813 399919.8731),8728.661552603804,3.05,61094.955780845674
593,45.85097257935324,POINT (669032.2459 457973.2467),8756.01044109643,3.05,61103.71179128677
1794,45.85106211899088,POINT (556504.1315 426163.179),8646.811074583622,3.05,61112.35860236135
594,45.851525972899175,POINT (650343.8311 455587.4916),8733.957640335288,3.05,61121.092560001685
595,45.85300408354421,POINT (654916.5284 432326.3796),8754.129756534436,3.05,61129.84668975822
3932,45.853149294678,POINT (630462.5388 528154.2085),8741.635837964692,3.05,61138.58832559618
41,45.85329874063613,POINT (398447.8577 349421.3907),8751.270856066209,3.05,61147.33959645225
3933,45.85340728460302,POINT (646566.3856 511652.7359),8755.510610536057,3.05,61156.095107062785
42,45.85364679197578,POINT (433438.9321 340275.9962),8755.583032073688,3.05,61164.850690094856
1795,45.85427221518038,POINT (556106.5056 424970.3014),8770.663726340556,3.05,61173.621353821196
1796,45.85495766209291,POINT (588513.0121 414234.4036),8705.803480890287,3.05,61182.32715730209
3934,45.85498121886838,POINT (656507.0318 467913.8928),8761.760982057775,3.05,61191.08891828415
3935,45.85511017003094,POINT (631058.9776 506881.2257),8755.468958771287,3.05,61199.84438724292
596,45.85601597627645,POINT (672213.2527 454792.2399),8741.88864715227,3.05,61208.58627589008
1797,45.85621734485966,POINT (449542.7789 376459.9482),8621.270675809925,3.05,61217.207546565885
1798,45.856236575933984,POINT (494673.3124 382225.523),8764.715867956087,3.05,61225.97226243384
1799,45.85629884669358,POINT (491293.4927 389183.9753),8628.88056236348,3.05,61234.60114299621
3936,45.85637577438167,POINT (608990.7432 475667.5968),8754.824051317895,3.05,61243.35596704753
3937,45.85652804588019,POINT (596664.3419 409065.2676),8754.668393977088,3.05,61252.1106354415
3938,45.85674517789495,POINT (649946.2053 506682.4128),8740.07099867932,3.05,61260.85070644018
597,45.85689878030284,POINT (658495.161 428548.9341),8751.670512760267,3.05,61269.60237695294
3939,45.85751564714707,POINT (572806.7912 470498.4608),8691.464507964283,3.05,61278.29384146091
598,45.858001638784,POINT (671020.3751 461154.2534),8752.947528966299,3.05,61287.04678898987
1800,45.85811251280574,POINT (574596.1075 399721.0602),8709.883725091187,3.05,61295.75667271496
3940,45.85848201171365,POINT (608791.9302 406878.3255),8636.764595214037,3.05,61304.39343731017
1801,45.85851610308723,POINT (492685.1832 381032.6455),8655.832489790848,3.05,61313.049269799965
79,45.859163065399365,POINT (337412.2903 359958.4756),8754.112583307517,3.05,61321.803382383274
1802,45.85942640407462,POINT (516145.1081 348427.3261),8768.061664400198,3.05,61330.57144404767
599,45.85952550918189,POINT (669429.8718 457575.6208),8754.111796010422,3.05,61339.32555584369
3941,45.85959112203239,POINT (589109.4509 473878.2805),8754.026952058455,3.05,61348.07958279575
3942,45.86062071044877,POINT (652729.5862 527358.9568),8719.471344973244,3.05,61356.79905414072
600,45.86062954260889,POINT (666447.6779 458172.0596),8754.630191808335,3.05,61365.553684332524
1803,45.86065205485729,POINT (558492.2607 414035.5907),8753.835212480573,3.05,61374.307519545015
601,45.86170571344768,POINT (665453.6133 459364.9371),8753.583230870667,3.05,61383.06110277588
3943,45.86258050076747,POINT (659091.5998 466124.5765),8747.836533415046,3.05,61391.80893930929
1804,45.86273684572353,POINT (525688.1284 410854.5839),8740.791600731007,3.05,61400.549730910025
3944,45.86303615719751,POINT (605014.4847 460756.6276),8746.60679206405,3.05,61409.296337702086
602,45.86345387132352,POINT (668634.6201 458370.8725),8753.180190400999,3.05,61418.04951789249
3945,45.86368156761469,POINT (586127.257 469305.5833),8753.13480897108,3.05,61426.80265270146
43,45.86395757330924,POINT (421112.5309 350813.0812),8752.9673433924,3.05,61435.55562004485
97,45.8641803406793,POINT (495269.7512 518810.0011),8752.768868042487,3.05,61444.30838891289
603,45.86429522654607,POINT (652133.1474 456382.7433),8788.223794718402,3.05,61453.09661270762
604,45.86453627232825,POINT (656109.4059 460160.1888),8730.391170255749,3.05,61461.82700387787
605,45.86501315033507,POINT (659688.0385 444056.3421),8752.843076785239,3.05,61470.57984695466
86,45.865179745022,POINT (379560.63 348228.5132),8467.461633640058,3.05,61479.0473085883
1805,45.86559750592939,POINT (511572.4109 385008.9039),8689.177871484657,3.05,61487.736486459784
3946,45.86569553932393,POINT (640403.185 518810.0011),8728.494294531109,3.05,61496.46498075432
606,45.86666782423816,POINT (664260.7358 459563.7501),8752.48013967456,3.05,61505.21746089399
607,45.86731171923377,POINT (670622.7493 455189.8657),8752.307735568795,3.05,61513.969768629555
3947,45.86789318673692,POINT (648554.5148 468907.9574),8752.000995794293,3.05,61522.72176962535
1806,45.86801023961155,POINT (470219.3229 397732.931),8583.070603597207,3.05,61531.30484022894
1807,45.86825604636515,POINT (496661.4416 384810.091),8588.83781926391,3.05,61539.89367804821
3948,45.86829999213917,POINT (620323.0798 492765.5082),8751.809728923008,3.05,61548.64548777713
3949,45.868748915305886,POINT (653922.4638 472884.2159),8741.76775233656,3.05,61557.387255529466
3950,45.86930219120725,POINT (563263.7709 463937.6344),8750.04148791852,3.05,61566.13729701738
608,45.8706524811767,POINT (657103.4705 456780.3691),8751.056550976384,3.05,61574.88835356836
